55.923,70
55.906,60
51.582,20
52.079,20
49.169,70
47.936,30
48.643,40
47.168,70
47.371,70
47.990,70
44.836,00
46.508,60
46.395,70
38.852,90
39.256,60
38.297,60
36.982,10
37.646,80
35.485,20
33.515,70
33.108,10
34.283,10
34.301,80
33.374,80
30.404,00
32.502,10
32.252,30
32.241,30
32.088,90
33.000,50
30.842,10
35.476,30
36.002,90
36.613,20
35.839,60
36.019,50
36.845,80
39.175,70
37.382,20
34.076,10
35.544,30
38.192,20
40.151,90
40.599,30
39.460,20
36.793,20
33.991,50
32.022,60
32.958,90
32.193,30
29.359,90
28.949,40
28.868,70
27.376,00
27.057,80
26.261,30
26.454,40
24.689,60
23.736,50
23.257,90
23.823,20
22.728,50
23.474,90
23.844,00
23.127,90
22.825,40
21.352,20
19.434,90
19.273,80
19.176,80
18.808,90
18.023,60
18.247,20
18.546,00
18.326,60
19.170,70
19.379,90
19.146,50
18.658,10
19.433,30
19.218,80
18.770,70
19.698,10
18.185,50
17.730,70
17.127,10
17.162,00
18.723,00
19.152,60
18.379,60
18.412,90
18.687,20
18.675,20
17.803,50
17.774,60
17.662,30
16.715,80
15.953,00
16.071,00
16.324,20
16.294,70
15.695,80
15.303,60
15.327,20
15.483,70
14.828,40
15.577,90
15.587,10
14.145,60
14.019,90
13.561,40
13.759,40
13.797,30
13.559,90
13.457,20
13.278,90
13.657,80
13.061,60
13.032,20
13.117,20
12.934,10
12.974,60
12.808,70
11.913,50
11.753,40
11.506,90
11.362,10
11.322,00
11.503,00
11.420,40
11.423,80
11.533,90
11.371,00
11.298,40
11.054,20
10.924,10
10.670,90
10.602,60
10.789,50
10.672,90
10.544,20
10.572,30
10.620,50
10.776,10
10.840,90
10.693,20
10.776,20
10.727,90
10.688,80
10.739,40
10.237,30
10.531,50
10.416,80
10.921,50
11.081,80
10.933,00
10.941,30
10.949,50
10.785,30
10.675,30
10.326,00
10.441,90
10.390,20
10.339,70
10.224,60
10.126,60
10.376,90
10.296,40
10.092,20
10.472,50
10.168,80
11.413,30
11.914,90
11.644,20
11.702,00
11.468,10
11.527,40
11.327,40
11.462,30
11.324,80
11.753,50
11.641,60
11.661,30
11.529,20
11.856,90
11.750,20
11.947,60
12.282,60
11.899,00
11.845,30
11.750,80
11.770,90
11.557,20
11.390,40
11.889,20
11.681,20
11.764,30
11.592,00
11.757,10
11.735,10
11.184,70
11.224,40
11.066,80
11.803,10
11.333,40
11.096,20
11.105,90
10.908,50
11.022,80
9.932,50
9.704,10
9.546,40
9.599,60
9.513,70
9.387,30
9.162,40
9.208,00
9.170,20
9.155,80
9.135,30
9.198,70
9.253,40
9.243,60
9.300,80
9.233,30
9.285,10
9.235,70
9.429,90
9.256,00
9.339,00
9.081,00
9.134,40
9.067,10
9.085,10
9.229,90
9.135,40
9.185,40
9.124,00
9.008,30
9.160,00
9.247,50
9.302,00
9.624,60
9.683,70
9.296,40
9.358,80
9.314,00
9.388,10
9.464,60
9.523,50
9.425,40
9.345,30
9.471,30
9.466,60
9.283,20
9.878,80
9.768,80
9.777,90
9.742,60
9.669,60
9.631,20
9.794,40
9.667,20
9.527,60
10.189,30
9.454,80
9.692,50
9.424,80
9.572,20
9.199,10
8.842,50
8.898,20
8.728,20
9.177,00
9.169,70
9.059,00
9.512,30
9.773,30
9.730,70
9.677,70
9.379,50
9.318,00
9.778,40
9.298,70
8.813,80
8.579,80
8.738,80
9.554,60
9.806,20
9.979,80
9.151,40
9.001,00
8.874,70
8.885,50
8.966,30
8.821,60
8.629,00
8.770,90
7.746,90
7.766,00
7.678,90
7.540,40
7.503,80
7.488,50
7.112,90
6.842,50
6.833,50
7.122,90
7.230,80
7.035,80
7.085,60
6.629,10
6.850,90
6.841,30
6.917,60
6.867,80
6.863,10
7.289,00
7.361,20
7.185,20
7.332,30
6.772,70
6.857,40
6.735,90
6.800,50
6.638,50
6.412,50
6.391,00
5.890,40
6.233,70
6.373,40
6.725,10
6.678,90
6.744,60
6.468,90
5.822,10
6.186,20
6.205,30
6.172,00
5.361,40
5.261,10
5.030,00
5.366,30
5.182,70
5.584,30
4.826,00
7.935,10
7.891,20
7.933,00
8.034,10
8.887,80
9.134,80
9.060,30
8.757,90
8.761,40
8.904,80
8.540,00
8.543,70
8.697,50
8.818,60
8.800,30
9.317,20
9.662,70
9.942,70
9.655,70
9.684,50
9.602,40
9.609,40
10.158,40
9.701,40
9.932,30
9.907,70
10.333,00
10.235,10
10.317,70
10.229,50
9.854,10
10.151,50
9.895,50
9.818,60
9.772,00
9.611,80
9.193,90
9.296,60
9.334,90
9.381,60
9.349,10
9.507,30
9.298,90
9.377,30
8.866,60
8.607,80
8.341,60
8.439,90
8.405,10
8.678,50
8.732,60
8.641,90
8.706,20
8.916,30
8.913,10
8.726,90
8.818,30
8.829,20
8.111,40
8.187,60
8.024,10
8.187,10
7.842,40
8.059,60
8.155,70
7.759,10
7.372,50
7.376,80
7.343,10
6.967,00
7.199,80
7.196,40
7.261,80
7.397,50
7.321,50
7.261,70
7.210,90
7.224,80
7.268,30
7.322,80
7.495,80
7.156,20
7.196,40
7.165,50
7.276,00
6.613,30
6.903,50
7.128,50
7.080,80
7.255,20
7.208,00
7.208,00
7.235,70
7.355,80
7.524,40
7.510,90
7.530,80
7.399,20
7.204,40
7.291,80
7.298,20
7.396,40
7.546,60
7.742,70
7.426,70
7.510,60
7.162,80
7.115,60
6.924,70
7.324,10
7.272,50
7.627,90
8.099,30
8.145,70
8.208,40
8.509,80
8.497,30
8.476,30
8.661,20
8.783,10
8.812,60
8.736,90
9.036,80
8.804,50
8.778,20
9.223,50
9.338,90
9.310,80
9.396,40
9.198,30
9.300,60
9.230,10
9.152,60
9.157,90
9.411,30
9.207,20
9.529,60
9.230,60
8.658,30
7.422,70
7.477,00
8.031,40
8.208,20
8.223,40
7.957,30
7.948,50
8.073,30
8.000,40
8.167,20
8.353,30
8.281,50
8.304,40
8.267,80
8.562,30
8.566,70
8.182,90
8.198,60
7.881,90
8.127,30
8.148,10
8.226,90
8.364,10
8.302,70
8.284,30
8.049,10
8.208,50
8.184,90
8.063,80
8.432,40
8.513,90
9.702,20
10.031,60
9.993,00
10.172,70
10.250,50
10.164,70
10.195,70
10.255,50
10.311,50
10.337,30
10.342,10
10.415,10
10.162,50
10.105,40
10.309,00
10.402,80
10.461,10
10.309,30
10.566,90
10.568,20
10.612,30
10.348,80
9.729,30
9.594,40
9.585,40
9.491,00
9.729,40
10.184,80
10.371,80
10.136,30
10.131,00
10.388,70
10.105,00
10.141,50
10.752,60
10.910,70
10.312,70
10.218,10
10.335,60
10.303,40
10.049,40
10.892,90
11.394,20
11.517,20
11.314,50
12.089,80
12.191,60
12.013,90
11.480,90
11.816,80
10.934,60
10.815,70
10.520,10
10.380,00
10.082,00
9.580,70
9.580,90
9.727,80
9.492,10
9.831,00
9.945,30
9.804,30
9.888,70
10.412,50
10.714,40
10.826,70
10.571,50
10.651,40
9.723,20
9.424,80
10.845,90
10.200,10
11.364,90
11.762,10
11.342,30
12.110,60
12.541,50
12.252,60
11.415,90
11.268,00
10.970,20
11.163,10
11.900,80
10.835,90
10.616,60
10.818,60
11.906,50
12.409,10
11.287,80
13.063,80
11.809,90
11.046,40
10.897,10
10.721,70
10.179,30
9.517,00
9.255,40
9.080,60
9.318,80
8.962,50
8.812,50
8.656,10
8.219,00
8.133,10
7.888,00
7.987,80
7.635,00
7.901,40
7.985,20
7.784,90
7.779,10
7.685,50
8.124,80
8.728,60
8.545,70
8.558,30
8.271,90
8.647,80
8.716,30
8.760,10
8.630,20
8.027,40
7.970,10
7.852,10
7.635,70
7.930,30
7.965,30
8.157,20
7.262,60
7.359,50
7.871,80
8.164,60
7.994,60
7.806,00
6.984,80
7.190,30
6.386,00
6.191,50
5.990,30
5.849,50
5.745,10
5.774,90
5.830,90
5.766,80
5.493,80
5.384,20
5.320,80
5.235,00
5.302,30
5.265,90
5.298,30
5.209,10
5.415,60
5.511,60
5.346,70
5.243,50
5.290,20
5.241,00
5.264,70
5.208,30
5.180,90
5.032,30
5.134,80
5.051,80
5.054,20
5.022,60
5.307,80
5.158,40
5.245,20
5.173,60
5.046,20
5.010,20
4.902,40
4.968,70
4.859,30
4.145,10
4.102,30
4.111,80
4.102,20
4.025,60
4.041,70
3.942,80
3.937,00
3.994,70
4.002,50
3.990,40
3.982,20
4.041,20
4.017,00
3.990,20
3.981,50
4.006,40
3.924,30
3.879,00
3.865,10
3.886,00
3.870,30
3.915,20
3.944,30
3.865,90
3.875,10
3.863,00
3.857,20
3.715,90
3.809,50
3.823,10
3.821,90
3.816,60
3.814,60
3.810,30
3.833,70
3.755,20
4.120,40
3.965,20
3.936,60
3.972,40
3.914,30
3.896,00
3.664,20
3.616,80
3.604,70
3.592,60
3.611,50
3.632,00
3.631,80
3.679,00
3.661,40
3.661,70
3.397,70
3.404,30
3.468,40
3.462,80
3.459,10
3.502,50
3.467,90
3.437,20
3.460,00
3.414,80
3.442,80
3.555,60
3.570,90
3.572,00
3.574,30
3.561,50
3.580,10
3.536,70
3.542,30
3.677,80
3.605,60
3.626,40
3.588,00
3.571,30
3.638,10
3.490,20
3.597,20
3.616,50
3.603,70
3.978,00
3.971,00
3.985,90
4.004,10
3.785,40
3.802,70
3.780,10
3.873,80
3.809,40
3.709,40
3.815,00
3.706,80
3.861,60
3.586,90
3.793,70
3.762,50
4.026,10
3.944,40
3.964,40
3.850,90
4.076,00
3.687,10
3.668,00
3.526,10
3.247,90
3.228,70
3.247,80
3.315,30
3.466,10
3.407,70
3.460,50
3.567,50
3.430,40
3.422,20
3.508,60
3.771,60
3.958,50
3.897,80
4.160,40
4.196,20
4.039,70
4.296,50
4.265,40
3.866,50
3.837,00
4.062,20
3.920,40
4.398,00
4.356,00
4.638,70
4.524,60
4.883,80
5.658,30
5.621,80
5.636,20
5.718,90
5.842,40
6.429,20
6.435,00
6.446,10
6.427,10
6.412,00
6.474,00
6.565,30
6.502,80
6.459,70
6.478,20
6.386,20
6.424,70
6.400,50
6.365,90
6.325,70
6.335,00
6.486,10
6.494,20
6.510,00
6.507,00
6.530,70
6.528,70
6.555,80
6.583,00
6.572,20
6.512,00
6.574,10
6.686,60
6.705,30
6.699,80
6.326,80
6.321,70
6.291,30
6.239,10
6.618,00
6.650,80
6.669,60
6.611,00
6.596,30
6.639,10
6.584,20
6.507,80
6.549,90
6.608,20
6.635,20
6.603,90
6.636,00
6.689,20
6.468,10
6.445,10
6.584,10
6.704,10
6.729,60
6.766,70
6.489,20
6.390,40
6.342,00
6.251,90
6.500,20
6.519,00
6.483,70
6.482,90
6.338,00
6.293,90
6.321,00
6.238,50
6.184,30
6.390,90
6.514,00
6.706,80
7.377,50
7.264,20
7.293,90
7.189,60
7.033,80
6.993,70
7.029,10
7.074,60
6.897,60
6.712,70
6.734,80
6.680,40
6.521,20
6.359,60
6.482,20
6.268,10
6.481,50
6.379,10
6.581,70
6.306,70
6.256,90
6.190,20
6.255,30
6.313,00
6.231,60
6.152,30
6.538,80
6.283,60
6.724,90
6.943,60
7.027,10
7.014,30
7.419,00
7.535,60
7.606,40
7.729,40
8.177,10
8.215,60
8.234,10
8.187,40
7.937,00
8.173,70
8.407,00
7.723,00
7.412,30
7.408,70
7.339,40
7.477,50
7.383,60
7.322,00
6.729,90
6.362,90
6.254,80
6.230,20
6.250,60
6.389,10
6.307,20
6.667,10
6.714,80
6.765,50
6.617,70
6.546,50
6.598,40
6.513,50
6.619,50
6.366,80
6.398,90
6.213,30
5.883,50
6.154,90
6.082,10
6.256,60
6.154,60
6.167,30
6.055,70
6.728,00
6.765,40
6.752,40
6.719,80
6.460,30
6.505,80
6.410,30
6.647,10
6.312,30
6.558,20
6.885,90
6.775,10
7.515,80
7.622,10
7.697,80
7.661,00
7.631,50
7.504,30
7.729,30
7.646,60
7.530,80
7.502,60
7.400,10
7.467,70
7.119,30
7.366,70
7.361,30
7.477,70
7.592,90
7.512,30
8.006,00
8.403,30
8.529,00
8.245,10
8.245,70
8.063,00
8.344,40
8.477,00
8.674,10
8.693,50
8.459,50
8.408,30
9.025,70
9.319,10
9.196,40
9.431,60
9.656,40
9.853,50
9.708,60
9.749,70
9.243,20
9.074,90
9.245,10
9.415,10
9.352,40
8.940,90
9.287,00
8.873,10
9.645,30
8.952,80
8.806,70
8.923,10
8.867,00
8.290,80
8.178,40
7.908,60
8.070,00
8.363,60
8.004,40
7.887,40
7.926,60
6.962,10
6.854,80
6.781,90
7.030,50
6.905,70
6.624,30
6.782,00
6.808,90
7.424,20
7.068,40
6.825,20
6.938,20
6.853,70
7.129,20
7.954,90
7.801,70
8.143,50
8.473,20
8.547,40
8.916,80
8.726,20
8.905,90
8.912,60
8.616,80
8.201,20
7.874,90
8.289,20
8.264,40
8.210,60
9.154,90
9.137,40
9.529,60
8.762,00
9.217,00
9.300,00
9.902,90
10.675,10
11.330,60
11.416,50
11.402,30
10.827,70
10.904,50
10.333,90
10.594,40
10.285,10
9.585,20
9.704,30
10.170,40
9.841,70
10.473,00
11.238,70
11.169,40
10.398,80
11.073,50
10.178,70
10.037,30
9.476,30
8.539,20
8.903,50
8.081,90
8.559,60
8.699,80
8.164,20
7.594,70
7.701,20
6.938,50
8.222,20
9.241,10
8.893,20
9.181,10
10.265,40
10.166,00
11.244,80
11.795,10
11.467,50
11.118,10
11.203,00
11.452,30
10.903,20
10.864,80
11.594,90
12.858,90
11.580,20
11.245,40
11.192,30
11.362,00
13.697,50
13.695,20
14.292,20
13.886,70
13.535,40
15.043,00
14.778,50
14.976,20
16.228,20
17.172,30
16.954,80
15.180,10
15.156,60
14.754,10
13.444,90
13.850,40
12.531,50
14.392,60
14.398,70
15.416,60
15.756,60
13.833,50
13.790,00
14.396,50
13.665,00
15.632,10
16.462,00
17.523,70
18.972,30
19.065,70
19.345,50
17.604,80
16.467,90
16.286,80
17.083,90
16.732,50
15.059,60
14.843,40
16.047,60
16.850,30
13.749,60
11.667,10
11.623,90
11.246,20
10.912,70
10.861,50
9.946,80
9.837,90
9.906,00
9.733,20
9.318,40
8.754,70
8.200,80
8.013,40
8.234,50
8.100,00
8.244,70
8.042,60
7.780,90
7.700,00
7.853,70
7.283,20
6.597,10
6.522,50
5.878,10
6.339,90
6.565,80
7.129,60
7.444,40
7.102,80
6.959,20
7.389,50
7.363,80
7.152,10
7.024,80
6.737,80
6.451,20
6.124,30
6.147,50
5.726,60
5.764,60
5.887,60
5.734,00
5.513,10
5.903,60
5.982,90
6.006,60
5.993,10
5.698,60
5.575,80
5.598,60
5.759,30
5.688,10
5.824,70
5.637,30
5.432,60
4.824,20
4.763,40
4.777,50
4.611,70
4.435,80
4.371,90
4.321,40
4.218,70
4.314,20
4.401,30
4.403,10
4.360,60
4.172,80
4.195,60
4.212,20
3.892,70
3.932,80
3.667,50
3.788,00
3.600,80
3.617,30
3.882,20
3.908,00
4.100,30
3.689,60
3.698,90
3.713,80
3.243,10
3.870,30
4.158,90
4.217,90
4.245,90
4.335,10
4.326,50
4.635,60
4.618,70
4.409,10
4.267,50
4.612,90
4.573,80
4.921,90
4.735,10
4.583,00
4.597,30
4.390,30
4.345,80
4.352,30
4.364,40
4.318,40
4.141,10
4.089,70
4.005,10
4.066,60
4.150,50
4.105,40
4.278,90
4.387,40
4.161,70
4.327,90
4.062,60
3.871,60
3.654,40
3.425,70
3.348,80
3.429,40
3.401,90
3.232,00
3.262,80
2.878,50
2.810,00
2.720,50
2.747,00
2.883,30
2.766,50
2.733,50
2.806,80
2.691,90
2.559,20
2.582,60
2.763,40
2.756,60
2.836,50
2.675,10
2.866,00
2.282,60
2.320,20
2.233,40
1.914,10
1.975,10
2.234,20
2.362,40
2.403,10
2.324,30
2.344,00
2.511,40
2.564,90
2.513,90
2.614,20
2.627,90
2.617,30
2.572,50
2.536,50
2.424,60
2.480,60
2.558,40
2.577,70
2.583,80
2.446,10
2.541,60
2.590,10
2.710,40
2.722,80
2.677,60
2.754,40
2.616,80
2.539,60
2.655,10
2.508,60
2.442,50
2.467,30
2.713,00
2.656,80
2.973,40
2.900,30
2.811,40
2.798,80
2.691,50
2.870,50
2.705,00
2.524,10
2.545,40
2.492,60
2.412,60
2.303,30
2.192,60
2.278,20
2.189,00
2.052,40
2.244,90
2.307,20
2.445,30
2.272,60
2.124,40
2.044,20
2.040,20
1.962,00
1.881,00
1.801,30
1.729,30
